"id","entity","code","year_1","current_health_expenditure_per_capita_ppp_current_international","gdp_per_capita_ppp_current_international_$","population_historical_estimates","id-2","entity-2","code-2","year_2","life_expectancy_at_birth_total_years","health_expenditure_and_financing_per_capita_oecdstat_2017","population_historical_estimates-2","id-3","entity-3","code-3","year_3","indicator_current_health_expenditure_che_as_percentage_of_gross","id-4","entity-4","code-4","share_of_population_covered_by_health_insurance_ilo_2014"
31322,"Mexico","MEX",2001,536.49951171875,11136.021484375,100298152,31675,"Mexico","MEX",2001,74.65799713134766,736.5952,100298152,2307,"Mexico","MEX",2001,4.82,96,"Mexico","MEX",85.6
31323,"Mexico","MEX",2002,567.3888549804688,11187.4765625,101684764,31676,"Mexico","MEX",2002,74.9219970703125,754.4262,101684764,2308,"Mexico","MEX",2002,5.07,96,"Mexico","MEX",85.6
31324,"Mexico","MEX",2003,667.6888427734375,11488.2958984375,103081020,31677,"Mexico","MEX",2003,75.11799621582031,830.7156,103081020,2309,"Mexico","MEX",2003,5.81,96,"Mexico","MEX",85.6
31325,"Mexico","MEX",2004,719.5745239257812,12090.9912109375,104514934,31678,"Mexico","MEX",2004,75.24299621582031,870.4653,104514934,2310,"Mexico","MEX",2004,5.95,96,"Mexico","MEX",85.6
31326,"Mexico","MEX",2005,738.7151489257812,12657.6376953125,106005199,31679,"Mexico","MEX",2005,75.30000305175781,868.577,106005199,2311,"Mexico","MEX",2005,5.84,96,"Mexico","MEX",85.6
31327,"Mexico","MEX",2006,780.8876953125,13812.9013671875,107560155,31680,"Mexico","MEX",2006,75.2959976196289,869.6953,107560155,2312,"Mexico","MEX",2006,5.66,96,"Mexico","MEX",85.6
31328,"Mexico","MEX",2007,824.0288696289062,14297.2216796875,109170503,31681,"Mexico","MEX",2007,75.25499725341797,902.7412,109170503,2313,"Mexico","MEX",2007,5.77,96,"Mexico","MEX",85.6
31329,"Mexico","MEX",2008,850.546142578125,14924.8212890625,110815272,31682,"Mexico","MEX",2008,75.19400024414062,891.0721,110815272,2314,"Mexico","MEX",2008,5.7,96,"Mexico","MEX",85.6
31330,"Mexico","MEX",2009,892.3890380859375,14547.64453125,112463886,31683,"Mexico","MEX",2009,75.12799835205078,900.0231,112463886,2315,"Mexico","MEX",2009,6.13,96,"Mexico","MEX",85.6
31331,"Mexico","MEX",2010,875.4848022460938,15255.01953125,114092961,31684,"Mexico","MEX",2010,75.06500244140625,911.3509,114092961,2316,"Mexico","MEX",2010,5.74,96,"Mexico","MEX",85.6
31332,"Mexico","MEX",2011,911.7260131835938,16520.259765625,115695468,31685,"Mexico","MEX",2011,75.01100158691406,895.0437,115695468,2317,"Mexico","MEX",2011,5.52,96,"Mexico","MEX",85.6
31333,"Mexico","MEX",2012,972.3177490234376,17162.927734375,117274156,31686,"Mexico","MEX",2012,74.96600341796875,947.8146,117274156,2318,"Mexico","MEX",2012,5.67,96,"Mexico","MEX",85.6
31334,"Mexico","MEX",2013,1009.2907104492188,17373.896484375,118827158,31687,"Mexico","MEX",2013,74.93000030517578,965.7668,118827158,2319,"Mexico","MEX",2013,5.81,96,"Mexico","MEX",85.6
31335,"Mexico","MEX",2014,1002.767578125,18056.7890625,120355137,31688,"Mexico","MEX",2014,74.90799713134766,928.7826,120355137,2320,"Mexico","MEX",2014,5.55,96,"Mexico","MEX",85.6
31336,"Mexico","MEX",2015,1047.353515625,18301.5,121858251,31689,"Mexico","MEX",2015,74.90399932861328,956.2196,121858251,2321,"Mexico","MEX",2015,5.72,96,"Mexico","MEX",85.6
34453,"Netherlands","NLD",2000,2466.85009765625,31870.833984375,15926188,34866,"Netherlands","NLD",2000,77.98780822753906,2895.4987,15926188,2535,"Netherlands","NLD",2000,7.71,103,"Netherlands","NLD",98.9
34454,"Netherlands","NLD",2001,2685.1923828125,33180.18359375,16018112,34867,"Netherlands","NLD",2001,78.19024658203125,3094.8154,16018112,2536,"Netherlands","NLD",2001,8.06,103,"Netherlands","NLD",98.9
34455,"Netherlands","NLD",2002,2987.45263671875,34447.20703125,16110355,34868,"Netherlands","NLD",2002,78.29268646240234,3290.5559,16110355,2537,"Netherlands","NLD",2002,8.65,103,"Netherlands","NLD",98.9
34456,"Netherlands","NLD",2003,3095.840576171875,34149.62109375,16200948,34869,"Netherlands","NLD",2003,78.49268341064453,3492.0137,16200948,2538,"Netherlands","NLD",2003,9.06,103,"Netherlands","NLD",98.9
34457,"Netherlands","NLD",2004,3264.572265625,35809.78515625,16287183,34870,"Netherlands","NLD",2004,79.09512329101562,3577.4411,16287183,2539,"Netherlands","NLD",2004,9.11,103,"Netherlands","NLD",98.9
34458,"Netherlands","NLD",2005,3425.701416015625,37625.5625,16367153,34871,"Netherlands","NLD",2005,79.34634399414062,4026.956,16367153,2540,"Netherlands","NLD",2005,9.1,103,"Netherlands","NLD",98.9
34459,"Netherlands","NLD",2006,3722.015380859375,41013.78515625,16440091,34872,"Netherlands","NLD",2006,79.69756317138672,4114.4114,16440091,2541,"Netherlands","NLD",2006,9.08,103,"Netherlands","NLD",98.9
34460,"Netherlands","NLD",2007,3978.706298828125,43939.14453125,16506651,34873,"Netherlands","NLD",2007,80.09756469726562,4261.8189,16506651,2542,"Netherlands","NLD",2007,9.05,103,"Netherlands","NLD",98.9
34461,"Netherlands","NLD",2008,4316.7900390625,46420.203125,16568105,34874,"Netherlands","NLD",2008,80.251220703125,4418.9235,16568105,2543,"Netherlands","NLD",2008,9.28,103,"Netherlands","NLD",98.9
34462,"Netherlands","NLD",2009,4467.8662109375,44556.921875,16626379,34875,"Netherlands","NLD",2009,80.54878234863281,4549.9608,16626379,2544,"Netherlands","NLD",2009,9.99,103,"Netherlands","NLD",98.9
34463,"Netherlands","NLD",2010,4588.9326171875,45043.90234375,16682927,34876,"Netherlands","NLD",2010,80.70243835449219,4671.0098,16682927,2545,"Netherlands","NLD",2010,10.16,103,"Netherlands","NLD",98.9
34464,"Netherlands","NLD",2011,4779.3984375,46599.01953125,16738190,34877,"Netherlands","NLD",2011,81.20487976074219,4749.1091,16738190,2546,"Netherlands","NLD",2011,10.23,103,"Netherlands","NLD",98.9
34465,"Netherlands","NLD",2012,4989.36474609375,47272.1015625,16791850,34878,"Netherlands","NLD",2012,81.1048812866211,4850.2599,16791850,2547,"Netherlands","NLD",2012,10.54,103,"Netherlands","NLD",98.9
34466,"Netherlands","NLD",2013,5219.2265625,49241.51953125,16843512,34879,"Netherlands","NLD",2013,81.30487823486328,4851.3257,16843512,2548,"Netherlands","NLD",2013,10.58,103,"Netherlands","NLD",98.9
34467,"Netherlands","NLD",2014,5213.5498046875,49233.21484375,16892517,34880,"Netherlands","NLD",2014,81.70731353759766,4876.8411,16892517,2549,"Netherlands","NLD",2014,10.57,103,"Netherlands","NLD",98.9
34468,"Netherlands","NLD",2015,5203.80419921875,50288.58984375,16938492,34881,"Netherlands","NLD",2015,81.50975799560547,4885.5541,16938492,2550,"Netherlands","NLD",2015,10.32,103,"Netherlands","NLD",98.9
34896,"New Zealand","NZL",2000,1606.5953369140625,21513.703125,3858992,35309,"New Zealand","NZL",2000,78.63658905029297,2009.2265,3858992,2555,"New Zealand","NZL",2000,7.47,104,"New Zealand","NZL",100
34897,"New Zealand","NZL",2001,1693.0455322265625,22508.9375,3907941,35310,"New Zealand","NZL",2001,78.69268035888672,2103.912,3907941,2556,"New Zealand","NZL",2001,7.58,104,"New Zealand","NZL",100
34898,"New Zealand","NZL",2002,1834.4708251953125,23306.279296875,3963202,35311,"New Zealand","NZL",2002,78.84634399414062,2264.4581,3963202,2557,"New Zealand","NZL",2002,7.9,104,"New Zealand","NZL",100
34899,"New Zealand","NZL",2003,1852.58740234375,23973.634765625,4022074,35312,"New Zealand","NZL",2003,79.1463394165039,2268.0002,4022074,2558,"New Zealand","NZL",2003,7.72,104,"New Zealand","NZL",100
34900,"New Zealand","NZL",2004,1984.979736328125,25091.15625,4080421,35313,"New Zealand","NZL",2004,79.54878234863281,2360.5568,4080421,2559,"New Zealand","NZL",2004,7.9,104,"New Zealand","NZL",100
34901,"New Zealand","NZL",2005,2123.635009765625,25677.419921875,4135353,35314,"New Zealand","NZL",2005,79.8512191772461,2525.4906,4135353,2560,"New Zealand","NZL",2005,8.27,104,"New Zealand","NZL",100
34902,"New Zealand","NZL",2006,2395.96826171875,27755.52734375,4185881,35315,"New Zealand","NZL",2006,80.04878234863281,2670.6987,4185881,2561,"New Zealand","NZL",2006,8.64,104,"New Zealand","NZL",100
34903,"New Zealand","NZL",2007,2439.705810546875,29369.80859375,4233046,35316,"New Zealand","NZL",2007,80.1512222290039,2645.6815,4233046,2562,"New Zealand","NZL",2007,8.33,104,"New Zealand","NZL",100
34904,"New Zealand","NZL",2008,2709.70166015625,29827.142578125,4278156,35317,"New Zealand","NZL",2008,80.3512191772461,2837.608,4278156,2563,"New Zealand","NZL",2008,9.12,104,"New Zealand","NZL",100
34905,"New Zealand","NZL",2009,2939.4609375,30681.244140625,4323338,35318,"New Zealand","NZL",2009,80.70243835449219,3028.8743,4323338,2564,"New Zealand","NZL",2009,9.62,104,"New Zealand","NZL",100
34906,"New Zealand","NZL",2010,2983.427978515625,31222.455078125,4370060,35319,"New Zealand","NZL",2010,80.70243835449219,3020.3961,4370060,2565,"New Zealand","NZL",2010,9.59,104,"New Zealand","NZL",100
34907,"New Zealand","NZL",2011,3088.697998046875,32701.37890625,4418674,35320,"New Zealand","NZL",2011,80.90487670898438,3047.9186,4418674,2566,"New Zealand","NZL",2011,9.52,104,"New Zealand","NZL",100
34908,"New Zealand","NZL",2012,3140.933837890625,32988.609375,4468462,35321,"New Zealand","NZL",2012,81.15609741210938,3150.6606,4468462,2567,"New Zealand","NZL",2012,9.65,104,"New Zealand","NZL",100
34909,"New Zealand","NZL",2013,3335.0087890625,36242.62109375,4518519,35322,"New Zealand","NZL",2013,81.40731811523438,3084.7375,4518519,2568,"New Zealand","NZL",2013,9.36,104,"New Zealand","NZL",100
34910,"New Zealand","NZL",2014,3467.033447265625,37293.35546875,4567522,35323,"New Zealand","NZL",2014,81.40487670898438,3128.6987,4567522,2569,"New Zealand","NZL",2014,9.4,104,"New Zealand","NZL",100
34911,"New Zealand","NZL",2015,3475.535400390625,37479.68359375,4614527,35324,"New Zealand","NZL",2015,81.45683288574219,3183.9663,4614527,2570,"New Zealand","NZL",2015,9.28,104,"New Zealand","NZL",100
36833,"Norway","NOR",2000,2857.7734375,36936.48828125,4499375,37246,"Norway","NOR",2000,78.63414764404297,4003.9711,4499375,2675,"Norway","NOR",2000,7.71,109,"Norway","NOR",100
36834,"Norway","NOR",2001,3037.714111328125,37764.30859375,4523139,37247,"Norway","NOR",2001,78.78536224365234,4139.3039,4523139,2676,"Norway","NOR",2001,8.02,109,"Norway","NOR",100
36835,"Norway","NOR",2002,3429.11572265625,37980.35546875,4546017,37248,"Norway","NOR",2002,78.98780822753906,4504.0563,4546017,2677,"Norway","NOR",2002,9,109,"Norway","NOR",100
36836,"Norway","NOR",2003,3562.47216796875,38593.70703125,4570096,37249,"Norway","NOR",2003,79.39024353027344,4633.588,4570096,2678,"Norway","NOR",2003,9.21,109,"Norway","NOR",100
36837,"Norway","NOR",2004,3762.128662109375,42549.9453125,4598210,37250,"Norway","NOR",2004,79.84146118164062,4734.1539,4598210,2679,"Norway","NOR",2004,8.82,109,"Norway","NOR",100
36838,"Norway","NOR",2005,3995.396728515625,47797.53125,4632359,37251,"Norway","NOR",2005,80.04146575927734,4822.7491,4632359,2680,"Norway","NOR",2005,8.33,109,"Norway","NOR",100
36839,"Norway","NOR",2006,4298.705078125,54160.48046875,4672986,37252,"Norway","NOR",2006,80.34390258789062,4846.3557,4672986,2681,"Norway","NOR",2006,7.91,109,"Norway","NOR",100
36840,"Norway","NOR",2007,4524.34033203125,55930.53515625,4719403,37253,"Norway","NOR",2007,80.3951187133789,4965.1445,4719403,2682,"Norway","NOR",2007,8.05,109,"Norway","NOR",100
36841,"Norway","NOR",2008,4945.30029296875,61716.6015625,4771014,37254,"Norway","NOR",2008,80.59268188476562,5149.5973,4771014,2683,"Norway","NOR",2008,7.96,109,"Norway","NOR",100
36842,"Norway","NOR",2009,5058.498046875,55364.21875,4826847,37255,"Norway","NOR",2009,80.79512023925781,5254.0755,4826847,2684,"Norway","NOR",2009,9.07,109,"Norway","NOR",100
36843,"Norway","NOR",2010,5194.986328125,57919.65234375,4885878,37256,"Norway","NOR",2010,80.99755859375,5240.4165,4885878,2685,"Norway","NOR",2010,8.91,109,"Norway","NOR",100
36844,"Norway","NOR",2011,5492.0771484375,62076.7421875,4948335,37257,"Norway","NOR",2011,81.29512023925781,5387.9816,4948335,2686,"Norway","NOR",2011,8.79,109,"Norway","NOR",100
36845,"Norway","NOR",2012,5774.39208984375,65354.77734375,5013716,37258,"Norway","NOR",2012,81.45121765136719,5499.0862,5013716,2687,"Norway","NOR",2012,8.78,109,"Norway","NOR",100
36846,"Norway","NOR",2013,6012.88427734375,66961.25,5079460,37259,"Norway","NOR",2013,81.751220703125,5557.2025,5079460,2688,"Norway","NOR",2013,8.93,109,"Norway","NOR",100
36847,"Norway","NOR",2014,6192.90380859375,65892.6875,5142269,37260,"Norway","NOR",2014,82.0999984741211,5730.1556,5142269,2689,"Norway","NOR",2014,9.34,109,"Norway","NOR",100
36848,"Norway","NOR",2015,6142.4375,60368.921875,5199827,37261,"Norway","NOR",2015,82.30487823486328,5926.4438,5199827,2690,"Norway","NOR",2015,10.13,109,"Norway","NOR",100
39610,"Poland","POL",2000,564.507080078125,10672.12109375,38556699,40023,"Poland","POL",2000,73.748779296875,749.8991,38556699,2855,"Poland","POL",2000,5.29,117,"Poland","POL",97.5
39611,"Poland","POL",2001,630.3539428710938,11119.71484375,38529585,40024,"Poland","POL",2001,74.19999694824219,814.007,38529585,2856,"Poland","POL",2001,5.67,117,"Poland","POL",97.5
39612,"Poland","POL",2002,715.971923828125,11804.2666015625,38488640,40025,"Poland","POL",2002,74.49755859375,889.627,38488640,2857,"Poland","POL",2002,6.07,117,"Poland","POL",97.5
39613,"Poland","POL",2003,730.5986938476562,12288.462890625,38441821,40026,"Poland","POL",2003,74.59756469726562,904.2159,38441821,2858,"Poland","POL",2003,5.95,117,"Poland","POL",97.5
39614,"Poland","POL",2004,782.8330078125,13353.681640625,38399553,40027,"Poland","POL",2004,74.84634399414062,942.0814,38399553,2859,"Poland","POL",2004,5.87,117,"Poland","POL",97.5
39615,"Poland","POL",2005,806.7943115234375,13896.79296875,38368957,40028,"Poland","POL",2005,74.99512481689453,965.1666,38368957,2860,"Poland","POL",2005,5.81,117,"Poland","POL",97.5
39616,"Poland","POL",2006,877.7213745117188,15152.3359375,38354447,40029,"Poland","POL",2006,75.14390563964844,1023.0938,38354447,2861,"Poland","POL",2006,5.8,117,"Poland","POL",97.5
39617,"Poland","POL",2007,985.5712280273438,16802.833984375,38353339,40030,"Poland","POL",2007,75.24390411376953,1107.0177,38353339,2862,"Poland","POL",2007,5.87,117,"Poland","POL",97.5
39618,"Poland","POL",2008,1167.317138671875,18303.353515625,38356786,40031,"Poland","POL",2008,75.54389953613281,1255.96,38356786,2863,"Poland","POL",2008,6.38,117,"Poland","POL",97.5
39619,"Poland","POL",2009,1268.9263916015625,19239.927734375,38351924,40032,"Poland","POL",2009,75.69512176513672,1332.3118,38351924,2864,"Poland","POL",2009,6.59,117,"Poland","POL",97.5
39620,"Poland","POL",2010,1352.959716796875,21072.52734375,38329784,40033,"Poland","POL",2010,76.246337890625,1340.7184,38329784,2865,"Poland","POL",2010,6.41,117,"Poland","POL",97.5
39621,"Poland","POL",2011,1424.4879150390625,22827.697265625,38286824,40034,"Poland","POL",2011,76.69512176513672,1366.5163,38286824,2866,"Poland","POL",2011,6.24,117,"Poland","POL",97.5
39622,"Poland","POL",2012,1477.892822265625,23745.697265625,38227033,40035,"Poland","POL",2012,76.746337890625,1380.6929,38227033,2867,"Poland","POL",2012,6.22,117,"Poland","POL",97.5
39623,"Poland","POL",2013,1575.0455322265625,24567.505859375,38158043,40036,"Poland","POL",2013,77,1455.2589,38158043,2868,"Poland","POL",2013,6.41,117,"Poland","POL",97.5
39624,"Poland","POL",2014,1626.7669677734375,25475.50390625,38091095,40037,"Poland","POL",2014,77.6024398803711,1499.4553,38091095,2869,"Poland","POL",2014,6.39,117,"Poland","POL",97.5
39625,"Poland","POL",2015,1716.8990478515625,26862.052734375,38034076,40038,"Poland","POL",2015,77.45121765136719,1527.8929,38034076,2870,"Poland","POL",2015,6.39,117,"Poland","POL",97.5
39869,"Portugal","PRT",2000,1630.7752685546875,18876.66015625,10297117,40282,"Portugal","PRT",2000,76.31463623046875,2153.7887,10297117,2875,"Portugal","PRT",2000,8.6,118,"Portugal","PRT",100
39870,"Portugal","PRT",2001,1690.455078125,19524.88671875,10341456,40283,"Portugal","PRT",2001,76.81463623046875,2187.8126,10341456,2876,"Portugal","PRT",2001,8.63,118,"Portugal","PRT",100
39871,"Portugal","PRT",2002,1792.9176025390625,20356.646484375,10385993,40284,"Portugal","PRT",2002,77.06585693359375,2232.7837,10385993,2877,"Portugal","PRT",2002,8.79,118,"Portugal","PRT",100
39872,"Portugal","PRT",2003,1903.114501953125,20851.087890625,10429615,40285,"Portugal","PRT",2003,77.21951293945312,2292.0779,10429615,2878,"Portugal","PRT",2003,9.12,118,"Portugal","PRT",100
39873,"Portugal","PRT",2004,2047.789794921875,21477.826171875,10470926,40286,"Portugal","PRT",2004,77.67073059082031,2431.0609,10470926,2879,"Portugal","PRT",2004,9.53,118,"Portugal","PRT",100
39874,"Portugal","PRT",2005,2195.496337890625,22725.27734375,10508494,40287,"Portugal","PRT",2005,78.07073211669922,2481.444,10508494,2880,"Portugal","PRT",2005,9.65,118,"Portugal","PRT",100
39875,"Portugal","PRT",2006,2308.0498046875,24682.71875,10542837,40288,"Portugal","PRT",2006,78.41950988769531,2436.1823,10542837,2881,"Portugal","PRT",2006,9.35,118,"Portugal","PRT",100
39876,"Portugal","PRT",2007,2380.24755859375,25733.126953125,10573150,40289,"Portugal","PRT",2007,78.32195281982422,2472.8037,10573150,2882,"Portugal","PRT",2007,9.25,118,"Portugal","PRT",100
39877,"Portugal","PRT",2008,2556.57958984375,26665.837890625,10595312,40290,"Portugal","PRT",2008,78.5243911743164,2552.405,10595312,2883,"Portugal","PRT",2008,9.58,118,"Portugal","PRT",100
39878,"Portugal","PRT",2009,2683.77392578125,26458.91015625,10604066,40291,"Portugal","PRT",2009,78.7268295288086,2613.2917,10604066,2884,"Portugal","PRT",2009,10.13,118,"Portugal","PRT",100
39879,"Portugal","PRT",2010,2737.04541015625,27261.953125,10596055,40292,"Portugal","PRT",2010,79.0268325805664,2645.6631,10596055,2885,"Portugal","PRT",2010,10.03,118,"Portugal","PRT",100
39880,"Portugal","PRT",2011,2601.130126953125,26769.51171875,10569388,40293,"Portugal","PRT",2011,80.47073364257812,2524.7798,10569388,2886,"Portugal","PRT",2011,9.73,118,"Portugal","PRT",100
39881,"Portugal","PRT",2012,2545.63720703125,26438.015625,10526308,40294,"Portugal","PRT",2012,80.3731689453125,2386.2305,10526308,2887,"Portugal","PRT",2012,9.65,118,"Portugal","PRT",100
39882,"Portugal","PRT",2013,2619.8330078125,27936.0390625,10473025,40295,"Portugal","PRT",2013,80.72195434570312,2306.5946,10473025,2888,"Portugal","PRT",2013,9.4,118,"Portugal","PRT",100
39883,"Portugal","PRT",2014,2678.614501953125,28742.439453125,10418224,40296,"Portugal","PRT",2014,81.1219482421875,2312.9412,10418224,2889,"Portugal","PRT",2014,9.34,118,"Portugal","PRT",100
39884,"Portugal","PRT",2015,2758.884521484375,29660.896484375,10368346,40297,"Portugal","PRT",2015,81.1243896484375,2319.3756,10368346,2890,"Portugal","PRT",2015,9.32,118,"Portugal","PRT",100
45025,"Slovenia","SVN",2000,1406.26513671875,18001.228515625,1987710,45484,"Slovenia","SVN",2000,75.41219329833984,1775.6261,1987710,3235,"Slovenia","SVN",2000,7.8,132,"Slovenia","SVN",100
45026,"Slovenia","SVN",2001,1494.48486328125,18948.203125,1987457,45485,"Slovenia","SVN",2001,75.75853729248047,1891.9529,1987457,3236,"Slovenia","SVN",2001,7.88,132,"Slovenia","SVN",100
45027,"Slovenia","SVN",2002,1624.0223388671875,20241.525390625,1987265,45486,"Slovenia","SVN",2002,76.00731658935547,1864.5666,1987265,3237,"Slovenia","SVN",2002,8.02,132,"Slovenia","SVN",100
45028,"Slovenia","SVN",2003,1708.695068359375,21112.375,1987855,45487,"Slovenia","SVN",2003,76.85853576660156,1936.9238,1987855,3238,"Slovenia","SVN",2003,8.1,132,"Slovenia","SVN",100
45029,"Slovenia","SVN",2004,1806.149169921875,22760.947265625,1990226,45488,"Slovenia","SVN",2004,77.20731353759766,1981.1986,1990226,3239,"Slovenia","SVN",2004,7.94,132,"Slovenia","SVN",100
45030,"Slovenia","SVN",2005,1910.0029296875,23852.642578125,1994979,45489,"Slovenia","SVN",2005,77.61219787597656,2066.8623,1994979,3240,"Slovenia","SVN",2005,8,132,"Slovenia","SVN",100
45031,"Slovenia","SVN",2006,2012.9945068359373,25720.44921875,2002427,45490,"Slovenia","SVN",2006,78.08658599853516,2132.2841,2002427,3241,"Slovenia","SVN",2006,7.82,132,"Slovenia","SVN",100
45032,"Slovenia","SVN",2007,2076.359375,27570.14453125,2012128,45491,"Slovenia","SVN",2007,78.56097412109375,2178.1724,2012128,3242,"Slovenia","SVN",2007,7.51,132,"Slovenia","SVN",100
45033,"Slovenia","SVN",2008,2338.0966796875,29604.291015625,2023049,45492,"Slovenia","SVN",2008,78.76585388183594,2352.881,2023049,3243,"Slovenia","SVN",2008,7.85,132,"Slovenia","SVN",100
